full_name,age,positions,nationality,overall_rating,potential,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),work_rate,body_type,national_team,national_team_position,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,GK_diving,GK_handling,GK_kicking,GK_positioning,GK_reflexes,tags,traits,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,current_age
Cristian Daniel Arango Duque,24,ST,Colombia,69,76,Right,1,3,3,Medium/ Medium,Stocky,,,45,66,67,54,59,70,74,73,39,71,71,70,67,70,66,74,72,64,74,67,70,23,66,56,57,59,44,21,16,6,14,9,6,13,,Technical Dribbler (CPU AI Only),68+2,68+2,68+2,64+2,66+2,66+2,66+2,64+2,63+2,63+2,63+2,62+2,55+2,55+2,55+2,62+2,47+2,46+2,46+2,46+2,47+2,45+2,45+2,45+2,45+2,45+2,30
Jerdy Schouten,22,"CM,CDM",Netherlands,69,75,Right,1,3,4,Medium/ Medium,Lean,,,56,58,57,68,50,67,38,33,70,70,74,65,68,70,70,61,58,75,62,63,48,66,65,64,60,68,62,62,55,11,7,6,5,14,,,63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,65+2,65+2,65+2,65+2,65+2,64+2,61+2,61+2,61+2,64+2,28
Jarosław Niezgoda,23,ST,Poland,69,75,Right,1,4,3,Medium/ Medium,Lean,,,28,71,67,59,45,64,34,33,51,66,79,80,77,66,65,68,76,72,74,65,41,21,70,58,68,69,37,41,35,11,6,7,7,11,,,68+2,68+2,68+2,64+2,66+2,66+2,66+2,64+2,64+2,64+2,64+2,62+2,58+2,58+2,58+2,62+2,49+2,49+2,49+2,49+2,49+2,49+2,48+2,48+2,48+2,49+2,29
Marvin Gakpa,25,"CM,LM",France,69,73,Left,1,2,3,Medium/ Medium,Lean,,,59,65,52,72,57,76,70,65,68,70,82,76,78,71,72,65,31,69,63,72,51,48,67,68,52,63,49,48,43,10,7,6,12,14,,"Long Shot Taker (CPU AI Only),Technical Dribbler (CPU AI Only)",67+2,67+2,67+2,70+2,70+2,70+2,70+2,70+2,71+2,71+2,71+2,70+2,67+2,67+2,67+2,70+2,61+2,59+2,59+2,59+2,61+2,58+2,53+2,53+2,53+2,58+2,31
Christopher Cadden,22,"RM,CM",Scotland,69,77,Right,1,3,3,High/ High,Stocky,,,71,48,58,67,43,70,51,55,63,67,78,76,79,57,70,70,59,86,74,55,62,44,60,70,46,64,51,53,48,13,13,12,8,10,#Engine,,61+2,61+2,61+2,65+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,67+2,64+2,64+2,64+2,67+2,62+2,59+2,59+2,59+2,62+2,60+2,56+2,56+2,56+2,60+2,28
Ernesto Torregrossa,26,ST,Italy,69,71,Left,1,3,3,Medium/ Medium,Normal,,,44,71,66,58,60,64,41,40,41,67,69,69,66,67,62,65,87,80,92,60,38,25,68,55,66,65,23,12,12,10,9,5,13,8,#Strength,,67+2,67+2,67+2,63+2,65+2,65+2,65+2,63+2,62+2,62+2,62+2,62+2,56+2,56+2,56+2,62+2,46+2,43+2,43+2,43+2,46+2,43+2,41+2,41+2,41+2,43+2,32
Carlos Strandberg,22,ST,Sweden,69,75,Left,1,2,2,Low/ Low,Stocky,,,50,66,57,59,64,63,42,31,46,61,73,88,42,67,50,78,74,66,90,61,58,13,68,59,57,66,23,26,16,9,12,9,15,13,#Strength,"Beat Offside Trap,Selfish",67+2,67+2,67+2,63+2,65+2,65+2,65+2,63+2,62+2,62+2,62+2,63+2,55+2,55+2,55+2,63+2,46+2,44+2,44+2,44+2,46+2,44+2,42+2,42+2,42+2,44+2,28
Salim Khelifi,25,"RM,RW,LM",Switzerland,69,72,Right,1,3,3,Medium/ Low,Lean,,,57,58,18,63,45,75,67,59,54,74,87,83,90,67,87,62,70,63,36,65,47,35,65,67,49,60,34,27,31,12,6,10,13,14,#Acrobat,"Flair,Technical Dribbler (CPU AI Only)",60+2,60+2,60+2,69+2,68+2,68+2,68+2,69+2,68+2,68+2,68+2,68+2,61+2,61+2,61+2,68+2,54+2,49+2,49+2,49+2,54+2,50+2,38+2,38+2,38+2,50+2,31
Joe Abrigo,23,"CAM,LM",Chile,69,77,Right,1,3,3,Medium/ Low,Lean,,,50,56,44,71,36,70,71,68,64,71,78,76,70,64,83,63,60,45,52,59,45,22,67,67,49,63,41,44,45,11,7,13,7,7,,,62+2,62+2,62+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,65+2,62+2,62+2,62+2,65+2,52+2,51+2,51+2,51+2,52+2,51+2,46+2,46+2,46+2,51+2,29
东庆 悟,28,"RM,CM,LM",Japan,69,69,Right,1,4,3,High/ Medium,Lean,,,65,65,60,68,60,64,57,61,65,67,74,68,63,74,63,65,66,85,69,64,68,60,71,66,61,64,53,46,42,10,8,14,6,9,,,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,68+2,66+2,66+2,66+2,68+2,63+2,62+2,62+2,62+2,63+2,61+2,58+2,58+2,58+2,61+2,34
Rômulo Roberto Selva Esser,27,"ST,CF",Brazil,69,69,Right,1,5,4,Medium/ Low,Normal,,,60,50,51,68,71,75,54,56,51,76,82,81,70,76,67,72,55,60,71,67,51,24,77,55,67,72,26,14,13,12,8,11,7,12,,"Flair,Speed Dribbler (CPU AI Only)",67+2,67+2,67+2,70+2,70+2,70+2,70+2,70+2,68+2,68+2,68+2,69+2,61+2,61+2,61+2,69+2,50+2,46+2,46+2,46+2,50+2,46+2,39+2,39+2,39+2,46+2,33
Paweł Dawidowicz,23,"CB,CDM",Poland,69,77,Right,1,4,2,High/ High,Normal,,,44,36,66,69,38,60,53,52,67,57,62,70,69,66,62,74,65,74,78,45,78,72,46,66,44,62,67,66,60,7,11,8,11,13,,,57+2,57+2,57+2,56+2,57+2,57+2,57+2,56+2,59+2,59+2,59+2,59+2,63+2,63+2,63+2,59+2,63+2,67+2,67+2,67+2,63+2,64+2,68+2,68+2,68+2,64+2,29
Funso-King Ojo,27,CM,Belgium,69,69,Right,1,3,3,Medium/ Medium,Normal,,,68,59,58,71,55,65,45,56,69,70,72,66,80,68,70,71,70,77,66,67,66,66,62,68,63,73,56,62,59,11,16,13,8,14,,Playmaker (CPU AI Only),64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,66+2,66+2,66+2,66+2,66+2,65+2,63+2,63+2,63+2,65+2,33
三竿 健斗,22,"CM,CB,CDM",Japan,69,78,Right,1,2,3,Medium/ Medium,Normal,,,69,40,56,76,40,69,58,44,72,75,72,74,66,69,72,59,68,71,78,36,68,63,45,71,42,62,67,70,65,14,6,13,10,11,,,58+2,58+2,58+2,64+2,62+2,62+2,62+2,64+2,65+2,65+2,65+2,67+2,68+2,68+2,68+2,67+2,69+2,70+2,70+2,70+2,69+2,68+2,67+2,67+2,67+2,68+2,28
Zacharie Boucher,27,GK,France,69,72,Right,1,3,1,Medium/ Medium,Normal,,,9,12,21,20,10,15,12,9,22,22,54,58,57,64,64,16,82,42,75,8,40,22,13,33,22,61,10,11,12,70,65,71,67,73,,"GK Long Throw,Comes For Crosses",,,,,,,,,,,,,,,,,,,,,,,,,,,33
Hueglo dos Santos Neris,26,CB,Brazil,69,74,Right,1,3,2,Low/ High,Normal,,,30,33,66,61,35,34,39,42,57,45,51,53,52,62,57,60,68,65,91,34,70,67,30,30,48,62,71,67,66,8,8,6,11,9,#Strength,,48+2,48+2,48+2,41+2,43+2,43+2,43+2,41+2,43+2,43+2,43+2,44+2,49+2,49+2,49+2,44+2,56+2,62+2,62+2,62+2,56+2,59+2,68+2,68+2,68+2,59+2,32
Dimitri Oberlin,21,ST,Switzerland,69,81,Right,1,3,4,High/ Low,Normal,,,55,69,61,66,65,75,57,45,62,70,89,94,83,56,67,67,69,74,70,60,49,23,64,59,52,58,43,45,50,10,9,9,10,7,#Speedster,"Selfish,Flair,Speed Dribbler (CPU AI Only)",68+2,68+2,68+2,69+2,68+2,68+2,68+2,69+2,67+2,67+2,67+2,69+2,61+2,61+2,61+2,69+2,57+2,53+2,53+2,53+2,57+2,56+2,51+2,51+2,51+2,56+2,27
Kik Pierie,18,"CB,LB",Netherlands,69,81,Left,1,3,3,Medium/ Medium,Lean,,,64,30,65,69,32,63,63,24,69,65,74,72,66,70,55,45,73,65,69,19,64,68,52,67,31,68,71,69,66,8,13,13,6,9,,,54+2,54+2,54+2,59+2,58+2,58+2,58+2,59+2,60+2,60+2,60+2,63+2,63+2,63+2,63+2,63+2,67+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,24
Hernán Daniel Santana Trujillo,28,"CM,CDM",Spain,69,69,Right,1,3,3,Medium/ Medium,Normal,,,58,63,68,70,36,64,47,50,67,69,51,57,64,69,62,69,71,75,70,62,82,68,59,69,45,71,58,71,70,15,8,11,14,14,,,64+2,64+2,64+2,63+2,64+2,64+2,64+2,63+2,65+2,65+2,65+2,64+2,67+2,67+2,67+2,64+2,66+2,69+2,69+2,69+2,66+2,66+2,68+2,68+2,68+2,66+2,34
Jorge Carrascal,20,CAM,Colombia,69,82,Right,1,2,4,Medium/ Medium,Lean,,,51,68,46,68,60,78,62,54,47,74,70,72,79,51,94,53,71,48,35,61,48,35,67,64,56,73,40,47,35,8,12,12,8,9,,"Flair,Technical Dribbler (CPU AI Only)",62+2,62+2,62+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,65+2,60+2,60+2,60+2,65+2,52+2,50+2,50+2,50+2,52+2,50+2,45+2,45+2,45+2,50+2,26
Stefan Thesker,27,CB,Germany,69,69,Left,1,3,2,Medium/ Medium,Normal,,,42,29,72,60,40,52,33,31,61,61,44,45,50,62,45,58,59,69,78,39,72,70,41,37,45,70,69,67,63,13,7,10,14,12,,Long Throw-in,51+2,51+2,51+2,48+2,49+2,49+2,49+2,48+2,49+2,49+2,49+2,50+2,55+2,55+2,55+2,50+2,59+2,64+2,64+2,64+2,59+2,61+2,67+2,67+2,67+2,61+2,33
David Antonio Llanos Almonacid,29,ST,Chile,69,69,Right,1,3,3,High/ Medium,Normal,,,53,70,68,62,58,68,58,58,59,66,73,75,75,66,69,70,66,69,65,64,54,21,68,54,67,54,27,19,22,11,15,15,8,13,,Target Forward,67+2,67+2,67+2,65+2,66+2,66+2,66+2,65+2,64+2,64+2,64+2,64+2,58+2,58+2,58+2,64+2,48+2,46+2,46+2,46+2,48+2,46+2,41+2,41+2,41+2,46+2,35
Cédric Kipré,22,CB,France,69,78,Right,1,2,2,Medium/ High,Stocky,,,32,26,64,55,28,35,28,28,34,48,65,69,44,59,54,49,72,66,92,30,78,65,25,36,36,55,67,68,66,9,10,7,7,14,#Strength,,46+2,46+2,46+2,42+2,42+2,42+2,42+2,42+2,42+2,42+2,42+2,44+2,46+2,46+2,46+2,44+2,57+2,59+2,59+2,59+2,57+2,60+2,68+2,68+2,68+2,60+2,28
Jannes-Kilian Horn,22,"LB,CB",Germany,69,77,Left,1,3,3,Medium/ Medium,Normal,,,67,29,54,67,36,63,53,35,44,66,77,83,66,67,61,45,69,63,71,32,66,64,46,44,49,50,66,73,66,5,15,6,12,10,,,53+2,53+2,53+2,59+2,56+2,56+2,56+2,59+2,56+2,56+2,56+2,61+2,57+2,57+2,57+2,61+2,67+2,63+2,63+2,63+2,67+2,67+2,66+2,66+2,66+2,67+2,28
Boris Alexis Sagredo Romero,29,"LM,CAM",Chile,69,69,Left,1,2,3,Medium/ Low,Normal,,,64,59,35,71,55,69,60,63,61,67,83,78,81,64,90,60,50,68,37,65,49,23,67,65,57,52,30,40,39,15,10,13,14,11,,"Diver,Injury Prone,Avoids Using Weaker Foot,Speed Dribbler (CPU AI Only)",61+2,61+2,61+2,68+2,66+2,66+2,66+2,68+2,67+2,67+2,67+2,68+2,62+2,62+2,62+2,68+2,55+2,50+2,50+2,50+2,55+2,52+2,41+2,41+2,41+2,52+2,35
Nick Lima,24,RB,United States,69,76,Right,1,4,3,High/ High,Normal,United States,SUB,66,58,53,65,57,70,68,41,57,67,84,80,73,70,67,71,65,74,66,59,71,67,64,60,55,61,70,63,63,9,12,14,8,11,,,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,65+2,65+2,65+2,67+2,64+2,64+2,64+2,67+2,68+2,65+2,65+2,65+2,68+2,68+2,65+2,65+2,65+2,68+2,30
Robert Gumny,20,RB,Poland,69,85,Right,1,3,2,High/ High,Lean,,,62,28,50,67,46,60,53,31,52,68,91,82,75,61,68,36,63,81,66,38,45,64,53,56,38,66,58,69,64,11,6,13,12,6,,Speed Dribbler (CPU AI Only),52+2,52+2,52+2,60+2,57+2,57+2,57+2,60+2,59+2,59+2,59+2,63+2,60+2,60+2,60+2,63+2,67+2,63+2,63+2,63+2,67+2,67+2,61+2,61+2,61+2,67+2,26
Bruno Brígido de Oliveira,28,GK,Brazil,69,72,Right,1,2,1,Medium/ Medium,Lean,,,12,13,13,23,11,16,13,13,19,18,41,44,35,57,41,24,49,26,63,13,28,20,12,35,17,30,14,17,16,71,67,68,64,74,,Cautious With Crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,34
Robin Krauße,24,CDM,Germany,69,73,Right,1,3,2,Medium/ High,Normal,,,38,29,57,64,40,53,44,43,59,64,70,68,72,66,75,57,83,90,70,28,88,67,34,49,40,61,65,69,73,9,6,13,11,13,,,50+2,50+2,50+2,52+2,52+2,52+2,52+2,52+2,54+2,54+2,54+2,56+2,58+2,58+2,58+2,56+2,65+2,67+2,67+2,67+2,65+2,66+2,68+2,68+2,68+2,66+2,30
Juan Eduardo Fuentes Jiménez,23,"CDM,CB,CM",Chile,69,78,Right,1,3,2,Low/ Medium,Stocky,,,54,48,50,70,49,59,46,50,69,63,69,75,66,67,72,63,78,75,75,59,80,69,47,53,45,59,72,67,59,12,11,9,12,9,,,58+2,58+2,58+2,59+2,59+2,59+2,59+2,59+2,60+2,60+2,60+2,61+2,63+2,63+2,63+2,61+2,66+2,68+2,68+2,68+2,66+2,65+2,67+2,67+2,67+2,65+2,29
Philip Türpitz,27,"RW,RM,LW,ST",Germany,69,69,Right,1,3,3,Medium/ Medium,Normal,,,63,69,47,65,58,71,59,63,52,69,81,81,78,66,82,75,67,77,61,64,52,36,69,63,70,67,31,32,31,11,15,12,5,9,,Technical Dribbler (CPU AI Only),67+2,67+2,67+2,69+2,69+2,69+2,69+2,69+2,67+2,67+2,67+2,68+2,62+2,62+2,62+2,68+2,55+2,51+2,51+2,51+2,55+2,52+2,44+2,44+2,44+2,52+2,33
Jhonathan Rafael Ramis Persíncula,29,"ST,RW,LW",Uruguay,69,69,Right,1,3,3,Medium/ Medium,Normal,,,65,62,66,64,60,72,66,44,58,73,78,77,75,68,51,74,63,72,66,70,65,23,65,56,56,59,33,36,29,13,10,14,6,9,,"Beat Offside Trap,Long Shot Taker (CPU AI Only)",68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,66+2,66+2,66+2,68+2,61+2,61+2,61+2,68+2,54+2,51+2,51+2,51+2,54+2,51+2,47+2,47+2,47+2,51+2,35
Marco Modolo,29,"CB,RB",Italy,69,69,Left,1,3,2,Medium/ High,Normal,,,40,42,76,62,41,40,22,26,58,55,61,70,69,60,51,61,79,76,87,41,65,58,40,42,38,62,65,68,65,8,5,7,6,15,,,55+2,55+2,55+2,49+2,50+2,50+2,50+2,49+2,50+2,50+2,50+2,52+2,54+2,54+2,54+2,52+2,60+2,62+2,62+2,62+2,60+2,62+2,67+2,67+2,67+2,62+2,35
Jamie Walker,25,"CAM,LM,RM",Scotland,69,73,Right,1,3,3,High/ Medium,Normal,,,64,67,42,67,56,69,63,62,64,68,83,79,87,60,77,58,64,74,62,63,38,31,67,66,62,69,32,51,37,12,13,14,15,6,,"Diver,Avoids Using Weaker Foot,Technical Dribbler (CPU AI Only)",63+2,63+2,63+2,68+2,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,63+2,63+2,63+2,68+2,56+2,53+2,53+2,53+2,56+2,54+2,46+2,46+2,46+2,54+2,31
Loïc Damour,28,"CDM,CM,CAM",France,69,70,Right,1,4,2,High/ High,Normal,,,59,61,58,67,55,61,60,52,66,64,63,68,75,70,61,65,71,79,63,62,79,68,52,66,39,58,66,69,68,9,14,12,10,12,,,61+2,61+2,61+2,62+2,62+2,62+2,62+2,62+2,63+2,63+2,63+2,63+2,65+2,65+2,65+2,63+2,67+2,68+2,68+2,68+2,67+2,67+2,67+2,67+2,67+2,67+2,34
Antonee Robinson,21,"LB,LWB",United States,69,81,Left,1,2,3,Medium/ Medium,Lean,United States,LB,60,33,54,48,32,69,35,39,33,68,85,86,73,66,72,32,70,73,67,31,65,67,49,40,45,54,68,69,67,12,9,15,14,9,,,52+2,52+2,52+2,59+2,55+2,55+2,55+2,59+2,54+2,54+2,54+2,60+2,53+2,53+2,53+2,60+2,67+2,60+2,60+2,60+2,67+2,67+2,65+2,65+2,65+2,67+2,27
Jason Holt,26,CM,Scotland,69,72,Right,1,4,3,High/ High,Normal,,,53,57,42,73,59,65,57,43,65,73,81,73,93,65,92,61,85,86,57,57,72,62,67,63,48,68,58,61,57,16,9,9,14,10,"#Engine,#Acrobat",,62+2,62+2,62+2,67+2,66+2,66+2,66+2,67+2,68+2,68+2,68+2,67+2,67+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,66+2,64+2,61+2,61+2,61+2,64+2,32
Lucas Melano,26,"ST,RM,LM",Argentina,69,74,Right,1,3,3,Medium/ Low,Lean,,,66,62,62,65,64,68,66,35,61,65,91,89,79,69,57,69,61,77,77,64,55,24,68,65,56,50,30,29,28,13,15,16,7,9,#Speedster,"Flair,Chip Shot (CPU AI Only),Technical Dribbler (CPU AI Only)",68+2,68+2,68+2,69+2,68+2,68+2,68+2,69+2,67+2,67+2,67+2,69+2,61+2,61+2,61+2,69+2,54+2,50+2,50+2,50+2,54+2,52+2,45+2,45+2,45+2,52+2,32
Emanuel Brítez,26,"CB,RB",Argentina,69,72,Right,1,3,2,Medium/ High,Stocky,,,64,35,63,57,41,61,42,37,55,63,74,75,63,58,67,62,74,79,76,40,79,68,49,44,39,57,69,68,70,8,11,8,12,7,,Injury Free,55+2,55+2,55+2,57+2,55+2,55+2,55+2,57+2,54+2,54+2,54+2,59+2,57+2,57+2,57+2,59+2,66+2,64+2,64+2,64+2,66+2,67+2,68+2,68+2,68+2,67+2,32
Jon-Miquel Toral Harper,24,"CAM,RM,CM",Spain,69,74,Left,1,3,3,Medium/ Medium,Lean,,,67,59,59,71,63,68,59,59,66,71,74,70,69,58,66,67,53,64,57,65,46,46,68,72,49,62,43,59,48,7,16,14,9,12,,Playmaker (CPU AI Only),64+2,64+2,64+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,66+2,66+2,66+2,67+2,60+2,58+2,58+2,58+2,60+2,58+2,53+2,53+2,53+2,58+2,30
Nils Röseler,27,CB,Germany,69,71,Right,1,4,2,Medium/ Medium,Lean,,,37,28,68,65,32,56,34,36,65,60,62,60,68,65,30,44,67,68,75,38,67,67,48,53,40,70,66,71,68,8,15,8,7,7,,Long Passer (CPU AI Only),51+2,51+2,51+2,52+2,53+2,53+2,53+2,52+2,55+2,55+2,55+2,55+2,59+2,59+2,59+2,55+2,61+2,65+2,65+2,65+2,61+2,63+2,67+2,67+2,67+2,63+2,33
Marco Richter,21,"RM,RW,LM",Germany,69,78,Right,1,4,3,Medium/ Medium,Normal,,,59,68,58,64,63,75,60,37,53,70,79,78,76,69,77,75,66,65,65,64,41,18,66,59,56,56,21,19,16,12,13,7,5,10,,,68+2,68+2,68+2,69+2,69+2,69+2,69+2,69+2,67+2,67+2,67+2,67+2,59+2,59+2,59+2,67+2,48+2,44+2,44+2,44+2,48+2,45+2,38+2,38+2,38+2,45+2,27
Mauro Vigorito,28,GK,Italy,69,69,Right,1,2,1,Medium/ Medium,Normal,,,13,18,9,34,16,13,13,12,26,29,43,45,52,65,30,21,67,32,55,13,32,26,13,24,13,51,21,13,12,69,67,65,66,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
Daniel Cataño,27,"CAM,RW,LW",Colombia,69,70,Right,1,3,3,Medium/ Medium,Stocky,,,54,58,48,70,35,75,53,63,63,69,75,71,71,66,73,55,64,51,62,63,50,39,64,68,60,65,56,37,44,10,9,15,7,10,,,62+2,62+2,62+2,67+2,66+2,66+2,66+2,67+2,68+2,68+2,68+2,66+2,63+2,63+2,63+2,66+2,56+2,55+2,55+2,55+2,56+2,53+2,51+2,51+2,51+2,53+2,33
César Henrique Martins,26,CB,Brazil,69,72,Right,1,2,2,Medium/ Medium,Normal,,,49,28,70,53,36,50,35,32,45,52,48,44,43,59,40,57,50,55,86,39,73,66,31,30,40,59,68,70,71,8,9,7,14,13,#Strength,,48+2,48+2,48+2,44+2,44+2,44+2,44+2,44+2,44+2,44+2,44+2,46+2,48+2,48+2,48+2,46+2,58+2,60+2,60+2,60+2,58+2,60+2,67+2,67+2,67+2,60+2,32
Álvaro López Ratón,25,GK,Spain,69,73,Left,1,2,1,Medium/ Medium,Normal,,,11,5,13,40,6,10,14,12,34,28,47,52,68,67,34,21,67,38,66,7,23,11,8,33,15,49,11,14,14,65,70,69,69,68,,Cautious With Crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,31
Brahim Díaz,19,"LW,CF",Spain,69,86,Left,1,5,4,Medium/ Medium,Normal,,,53,66,30,71,44,76,62,47,50,74,78,71,81,61,84,70,65,58,38,63,41,20,65,64,58,62,43,23,21,13,9,13,10,6,,"Finesse Shot,Flair,Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only)",62+2,62+2,62+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,68+2,67+2,60+2,60+2,60+2,67+2,50+2,46+2,46+2,46+2,50+2,45+2,37+2,37+2,37+2,45+2,25
Tom van Weert,28,ST,Netherlands,69,69,Right,1,4,2,High/ Medium,Normal,,,39,71,69,62,64,59,54,39,36,65,67,66,65,66,65,69,86,71,66,64,35,20,73,51,74,66,25,21,22,14,13,12,8,14,,"Beat Offside Trap,Finesse Shot",67+2,67+2,67+2,62+2,64+2,64+2,64+2,62+2,61+2,61+2,61+2,60+2,55+2,55+2,55+2,60+2,45+2,42+2,42+2,42+2,45+2,43+2,40+2,40+2,40+2,43+2,34
Jens Stage,22,"RM,CM",Denmark,68,76,Right,1,3,3,Medium/ Medium,Normal,,,65,59,62,68,48,67,55,50,65,69,71,78,67,61,68,64,61,73,70,60,53,63,66,62,52,70,54,62,60,11,12,5,10,6,,,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,65+2,65+2,65+2,66+2,65+2,65+2,65+2,66+2,65+2,63+2,63+2,63+2,65+2,64+2,61+2,61+2,61+2,64+2,28
Alberto Perea Correoso,28,"CAM,RM,LM",Spain,68,68,Right,1,3,3,Medium/ Medium,Lean,,,64,64,52,62,60,68,69,75,65,69,74,74,74,66,71,66,70,63,56,70,44,23,68,62,47,67,35,29,17,13,9,8,6,6,,,64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,66+2,61+2,61+2,61+2,66+2,50+2,48+2,48+2,48+2,50+2,47+2,41+2,41+2,41+2,47+2,34
Jordon Mutch,27,"CM,LM",England,68,69,Right,1,4,3,Low/ Low,Normal,,,68,62,65,70,44,67,72,71,67,70,61,64,63,68,63,74,66,64,69,72,64,63,70,66,67,68,60,59,58,11,13,13,11,8,,Long Shot Taker (CPU AI Only),66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,64+2,64+2,64+2,64+2,64+2,63+2,63+2,63+2,63+2,63+2,33
Pablo José Rojas Cardales,27,"RM,LM",Colombia,68,68,Right,1,2,2,High/ Medium,Stocky,,,66,64,42,66,45,72,39,29,57,54,91,93,83,59,85,64,72,77,46,55,40,22,58,64,66,66,31,24,26,10,7,12,5,11,#Speedster,,61+2,61+2,61+2,67+2,64+2,64+2,64+2,67+2,64+2,64+2,64+2,67+2,58+2,58+2,58+2,67+2,52+2,45+2,45+2,45+2,52+2,49+2,37+2,37+2,37+2,49+2,33
Marvin Pourié,28,ST,Germany,68,68,Right,1,4,3,High/ Medium,Normal,,,54,67,63,62,61,63,42,46,49,65,74,77,58,67,61,72,75,82,77,50,74,35,66,57,62,62,14,12,13,7,11,11,7,12,,"Beat Offside Trap,Selfish",66+2,66+2,66+2,63+2,65+2,65+2,65+2,63+2,62+2,62+2,62+2,64+2,57+2,57+2,57+2,64+2,49+2,46+2,46+2,46+2,49+2,45+2,41+2,41+2,41+2,45+2,34
Gabriel Airton de Souza,22,"RW,LW",Brazil,68,76,Right,1,3,4,High/ Medium,Normal,,,61,56,62,62,52,72,48,44,43,70,86,90,90,65,89,63,64,69,45,48,34,21,65,61,60,64,21,51,42,9,7,9,15,9,#Acrobat,"Flair,Speed Dribbler (CPU AI Only),Technical Dribbler (CPU AI Only)",64+2,64+2,64+2,68+2,66+2,66+2,66+2,68+2,65+2,65+2,65+2,67+2,58+2,58+2,58+2,67+2,55+2,47+2,47+2,47+2,55+2,54+2,44+2,44+2,44+2,54+2,28
Stephen Kingsley,24,LB,Scotland,68,74,Left,1,2,3,Medium/ High,Normal,,,71,33,58,64,25,67,72,65,56,67,68,71,75,62,74,45,79,64,66,32,60,64,67,55,46,60,68,73,70,11,6,8,14,12,,Early Crosser,55+2,55+2,55+2,61+2,59+2,59+2,59+2,61+2,60+2,60+2,60+2,63+2,60+2,60+2,60+2,63+2,67+2,64+2,64+2,64+2,67+2,67+2,66+2,66+2,66+2,67+2,30
吉田 豐,29,"LB,RB,LM",Japan,68,68,Right,1,4,3,High/ Medium,Stocky,,,68,22,53,65,24,65,58,31,50,64,80,71,83,67,88,47,87,71,62,35,60,63,52,62,30,57,66,70,65,14,9,12,8,11,,,51+2,51+2,51+2,60+2,57+2,57+2,57+2,60+2,59+2,59+2,59+2,62+2,60+2,60+2,60+2,62+2,67+2,63+2,63+2,63+2,67+2,66+2,64+2,64+2,64+2,66+2,35
Tomislav Mrčela,28,CB,Australia,68,70,Right,1,3,2,Medium/ Medium,Normal,,,27,28,79,55,23,39,20,47,47,48,39,49,38,53,37,42,31,81,91,32,77,68,20,47,45,56,62,67,62,10,10,6,13,13,"#Aerial Threat,#Strength",,44+2,44+2,44+2,39+2,41+2,41+2,41+2,39+2,42+2,42+2,42+2,43+2,49+2,49+2,49+2,43+2,55+2,61+2,61+2,61+2,55+2,58+2,66+2,66+2,66+2,58+2,34
David Fernando Lemos Cortés,23,"ST,LM",Colombia,68,76,Right,1,3,3,High/ Medium,Lean,,,28,70,68,60,59,65,36,33,58,66,81,70,67,58,74,67,72,71,67,65,33,14,70,65,70,66,31,12,12,5,7,7,12,12,,"Avoids Using Weaker Foot,Playmaker (CPU AI Only)",67+2,67+2,67+2,63+2,66+2,66+2,66+2,63+2,65+2,65+2,65+2,62+2,58+2,58+2,58+2,62+2,42+2,42+2,42+2,42+2,42+2,40+2,37+2,37+2,37+2,40+2,29
